,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
4833,0.02570281124497992,0.0,0.7183098591549296,0.3521015353695929,0.34074770718355435,0.5833333333333333,0.0,0.0,0.19815330590786773,0.4527240184758551,0.21658247244752654,0.0,0.33333333333333337,0.0,0.0,0.9999999999999999,0.33333333333333337,0.0,0.33333333333333337,0,1,0,1,0,0,0,0,0,1,1,0
667,0.16595413913719392,0.0,0.5774647887323944,0.1260361968392377,0.5002354869613477,0.08333333333333326,0.5,0.0,0.017131563938391936,0.26154551931932346,0.024054643394214745,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.5015364201410714,0.9999999999999999,0,0,1,1,0,0,1,0,0,0,0,1
3401,0.06757351988599558,0.16666666666666666,0.3943661971830986,0.3911630873581925,0.4089622724985906,0.08333333333333326,0.0,0.0,0.09622073088465612,0.22589869551781183,0.1164424833983945,0.0,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.0,0.33333333333333337,0,0,0,0,0,0,1,0,0,1,0,0
5335,0.008032128514056226,0.16666666666666666,0.3098591549295775,0.26448103635491177,0.8562513852125455,0.41666666666666663,0.0,0.0,0.7862202906616824,0.42800586515775163,0.6989963675710315,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,1,0,0,0,0,1,0,0,0,1,0
2192,0.00010364036792330611,0.16666666666666666,0.5774647887323944,0.5431965315440287,0.5837570082274253,0.5,0.5,0.0,0.23921626667688184,0.3804745781717225,0.2916217018111281,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.0,0.33333333333333337,1,1,0,0,1,0,0,0,0,0,1,1
7106,0.13421427646068143,0.5,0.6338028169014085,0.637844424687405,0.622555600219443,0.25,0.0,0.0,0.983909918906197,0.2854015370587294,0.9072623463155194,0.6666666666666666,0.9999999999999999,0.49377304668475597,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,1,0,1,0,0,0,1,0,0,1,0
614,0.030470268169452,0.16666666666666666,0.0,0.28078598469336064,0.7315666220870507,0.5833333333333333,1.0,1.0,0.03936429995821861,0.726319415111009,0.19442632109488275,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.6666666666666666,0,1,0,1,1,0,0,1,0,1,1,1
2826,0.0884829641145226,0.0,0.647887323943662,0.15205483354021881,0.7130311526400994,0.5,0.5,1.0,0.139903770047298,0.3448786865264427,0.1445594165631462,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0,0,0,1,0,1,0,0,1,1,0,0
2640,0.19041326596709418,0.0,0.9014084507042254,0.45406333565207846,0.4528156367427048,0.5,1.0,0.0,0.039792389158850694,0.6786296603690146,0.13973563709774728,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4966924308892139,0,1,0,1,0,0,1,0,1,1,1,0
1039,0.007824847778209612,0.8333333333333333,0.1971830985915493,0.5034202621041053,0.7877456846678987,0.75,0.0,0.0,0.170224931240622,0.6787994136060244,0.2555785991141434,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,1,1,1,0,1,0,1,0,1,1,1
4691,0.5061018266614846,0.3333333333333333,0.6338028169014085,0.19385297083003317,0.4600490797132411,0.08333333333333326,0.5,0.0,0.10809920458978907,0.524061865960372,0.21643887258795147,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.0,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,1,0,1,0,1,0,0,0,1,1,0
8840,0.04311439305609535,0.6666666666666666,0.8309859154929579,0.13108669293140268,0.7721231610908439,0.5,0.0,1.0,0.5890329228662349,0.2736631142792124,0.5292777177059278,0.33333333333333337,0.0,0.33333333333333337,0.49959931709696537,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0,0,0,1,1,1,1,0,0,0,0,1
5845,0.015882886384246665,0.16666666666666666,0.45070422535211274,0.15511528496828167,0.4114226627935493,0.16666666666666663,0.5,0.0,0.8199493474534357,0.2854871773027433,0.7595992087604987,0.0,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0,0,0,1,0,0,1,1,1,0,0,1
3196,0.8176706827309237,0.5,0.02816901408450706,0.07625513514054943,0.5209958192915971,0.5,0.0,0.0,0.028908788331447388,0.3330403501289093,0.06488800461075442,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,0,0,0,0,1,1,0,1,0,0,1
8576,0.10340717709547868,0.6666666666666666,0.4225352112676056,0.7465510709441062,0.6590148157698916,0.33333333333333326,1.0,1.0,0.564746672380368,0.44007352709758907,0.5120740529281942,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.0,0.9999999999999999,0.5015364201410714,0.6666666666666666,0,0,0,1,0,0,0,1,1,0,1,1
6546,0.005907500971628449,0.16666666666666666,0.07042253521126762,0.4606215203824374,0.4066719420616683,0.5833333333333333,0.5,0.0,0.8513702033928873,0.6313143771095543,0.8478038175154685,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.33333333333333337,0,0,0,1,0,1,1,1,0,1,1,0
9348,0.0772638942868247,0.6666666666666666,0.09859154929577468,0.3272909276688201,0.8910622505037329,0.41666666666666663,0.5,1.0,0.7328534982076751,0.39276062273379564,0.6858621835513558,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,0,1,0,1,1,1,1,1,1,0,0,1
4859,0.02995206632983547,0.3333333333333333,0.7183098591549296,0.574034972324784,0.5960016550919782,0.6666666666666665,0.5,0.0,0.14952756476514475,0.1663896688481601,0.18543248636825624,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.0,0.6666666666666666,1,1,0,1,0,0,1,0,0,0,0,0
6073,0.08529602280088093,0.3333333333333333,0.7042253521126761,0.5744911394338623,0.30593111143134283,0.08333333333333326,0.5,1.0,0.5626539674582605,0.6906083516109042,0.6124351004862595,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0,0,0,1,0,1,1,0,1,1,1,1
8777,0.010623137712138879,0.16666666666666666,0.295774647887324,0.192657045074256,0.47938963848375377,0.33333333333333326,0.5,1.0,0.8664935105880938,0.6787995135196424,0.8371322597570552,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0,1,1,0,0,1,0,1,0,1,1,1
914,0.0354450058297707,0.16666666666666666,0.04225352112676056,0.8158107394800634,0.9678964547828703,0.25,0.0,0.0,0.044691527707052744,0.678695113304398,0.20059390634931284,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0,0,0,1,0,0,1,1,0,1,1,0
1602,0.0027982899339292653,0.16666666666666666,0.3802816901408451,0.2539328501565127,0.26106217162562234,0.6666666666666665,0.5,0.0,0.040079327497022414,0.5590103792121934,0.18545848888911984,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,1,0,1,1,0,1,1,1,1,0,1
4344,0.12019691669905427,0.16666666666666666,0.3661971830985916,0.16658571752467366,0.513801562561887,0.33333333333333326,0.0,0.0,0.1575466894616177,0.22590583220481297,0.21176826665830542,0.0,0.33333333333333337,0.0,0.33333333333333337,0.9999999999999999,0.0,0.33333333333333337,0.33333333333333337,0,1,1,1,0,0,1,0,1,0,0,0
4981,0.05184609405363389,0.16666666666666666,0.5492957746478874,0.37620431194776993,0.8300783472002062,0.41666666666666663,1.0,0.0,0.12445499357399163,0.07149461670897589,0.10472132325060066,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,0,0,1,0,1,0,0,1,0,0,0
9496,0.01733385153517295,0.0,0.9859154929577466,0.21386099027285196,0.3452555574937998,0.5833333333333333,0.5,0.0,0.5916967624268636,0.4161998817412902,0.49802038719837904,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,1,0,1,1,0,1,0,0,0,0,1
8894,0.23808783521181498,0.0,0.1971830985915493,0.9435492159132206,0.5041861860495298,0.25,0.0,0.0,0.5385256064741893,0.547086245563532,0.5623190643382839,0.9999999999999999,0.5003663003663003,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,0,1,1,0,1,1,0,0,1,1
3614,0.1136934836118668,0.6666666666666666,0.323943661971831,0.4810293642447413,0.6254646519039879,0.33333333333333326,0.0,0.0,0.0051304321751753,0.33288286723575033,0.11891806932644997,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.33333333333333337,0,0,0,0,1,0,0,0,0,1,0,0
4342,0.07348102085762404,0.16666666666666666,0.9577464788732394,0.398060997639137,0.5002354869613477,0.41666666666666663,0.5,0.0,0.19870725721077856,0.5718215269304383,0.22625475053625205,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,1,0,0,0,0,1,1,1,1,1
30,0.2919030962559917,0.16666666666666666,0.3802816901408451,0.4490185781671869,0.21468252032417562,0.6666666666666665,0.0,0.0,0.142010671925795,0.7142694093348124,0.23416361984206938,0.33333333333333337,0.0,0.49377304668475597,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.0,0,1,0,0,0,0,1,0,0,1,1,1
2813,0.3804897007384376,0.3333333333333333,0.47887323943661975,0.2874959816706797,0.057033340327866666,0.75,0.0,0.0,0.10534237783104654,0.3212662439143864,0.13182736321064853,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.9999999999999999,0,0,0,1,1,0,1,1,0,0,0,1
2464,0.38580126959450706,0.0,0.1971830985915493,0.16507792454816553,0.3261271100526613,0.41666666666666663,0.5,1.0,0.14784162601715528,0.15465457652257686,0.13037390028422985,0.4966520192508893,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0.0,0.33333333333333337,0.6666666666666666,0,0,1,1,1,0,0,0,0,0,0,0
8656,0.30739733126052593,0.0,0.3098591549295775,0.9692352220689723,0.7623392416071921,0.25,0.0,0.0,0.8813928710323143,0.5114075683490387,0.8477370519437575,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0,0,0,1,1,1,1,0,1,1,0,1
6102,0.07252234745433346,0.6666666666666666,0.9718309859154929,0.39865447396952086,0.20215558033137232,0.5,1.0,0.0,0.8788925548540095,0.4400559232696528,0.8234623688063205,0.0,0.0,0.0,0.0,0.9999999999999999,0.4957059907513647,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,1
236,0.2879647622749061,0.0,0.3380281690140845,0.428448905579773,0.7082843252508553,0.16666666666666663,0.5,0.0,0.3501907072643275,0.8333495661244,0.45040679683088414,0.0,0.33333333333333337,0.33333333333333337,0.0,0.9999999999999999,0.0,0.6666666666666666,0.0,0,0,0,1,1,0,1,1,0,1,1,1
6423,0.0014509651509262856,0.5,0.09859154929577468,0.17332159040388,0.6439293771241683,0.6666666666666665,1.0,1.0,0.6911748951439692,0.48762003901588724,0.6449988621928099,0.0,0.5003663003663003,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0,0,1,1,0,0,1,0,1,0,0
945,0.04578313253012048,0.16666666666666666,0.5915492957746479,0.49273560139091316,0.7556481876152941,0.6666666666666665,0.5,0.0,0.1920123368360839,0.4399302224226057,0.19007601502483376,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,1,1,1,1,0,0,1,0,1,1,0,0
8249,0.023319082782743878,0.5,0.5915492957746479,0.4356703689726234,0.6412975786274029,0.25,1.0,0.0,0.9674656075741989,0.36875138032447463,0.8351886324350211,0.33333333333333337,0.5003663003663003,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0,1,1,1,1,0,0,1,0,0,0,1
851,0.06757351988599558,0.16666666666666666,0.9154929577464789,0.48903461705282447,0.7760910511266677,0.41666666666666663,1.0,1.0,0.3523325499064708,0.7142694093348124,0.34919643587383425,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,1,0,0,0,0,1,0,0,1,1,1
7579,0.08415597875372456,0.3333333333333333,0.16901408450704225,0.022811172588405072,0.7286045231877207,0.5833333333333333,0.5,1.0,0.838471997312195,0.22612754528098256,0.729702446149806,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,1,0,1,0,0,1,1,1,0,0,1
9856,0.009742194584790776,0.0,0.43661971830985913,0.1112186955060549,0.6338538783001768,0.33333333333333326,0.5,1.0,0.8998031249745411,0.11887550991093371,0.8081742080253864,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.9999999999999999,0.6666666666666666,0,0,1,1,0,0,0,0,1,0,0,0
4322,0.23259489571187977,0.6666666666666666,0.8873239436619719,0.48125045713223846,0.45692538855475257,0.9166666666666665,0.5,0.0,0.17762527627518407,0.570988913446969,0.2736916766002908,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.6666666666666666,0.9999999999999999,1,0,1,1,1,1,1,1,1,1,0,0
1640,0.015261044176706828,0.6666666666666666,0.7605633802816901,0.49199678178904105,0.6459449589218644,0.5,0.0,1.0,0.03455237186647695,0.5835780388326076,0.16054171205981435,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,0,1,0,1,0,1,0,0,1,1,1,0
1752,0.003471952325430755,0.3333333333333333,0.295774647887324,0.5409030710626347,0.7398372768175041,0.5833333333333333,0.5,0.0,0.18095229639185845,0.40441035076726217,0.28302522240788486,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,1,1,0,1,0,1,1,1,0,0,1,1
7129,0.02202357818370255,0.16666666666666666,0.49295774647887325,0.7386753019837738,0.5823985518787906,0.75,0.5,0.0,0.7774865082202389,0.44001738515984656,0.7262174159834909,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.0,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.9999999999999999,0,0,0,1,1,1,0,0,0,1,0,1
6569,0.06757351988599558,0.0,0.7746478873239436,0.050881622235412906,0.742522801757229,0.33333333333333326,0.0,0.0,0.9403241064367661,0.1664605599390383,0.7819901034431865,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.9999999999999999,0.6666666666666666,0,1,1,1,0,0,0,0,0,0,1,0
2512,0.1792978365073196,0.16666666666666666,0.1267605633802817,0.3303933230991359,0.049224744467787684,0.5833333333333333,0.5,0.0,0.12445181043149335,0.40435583599415603,0.2206039186214849,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.0,0.33333333333333337,0.6666666666666666,0,0,1,1,0,0,1,1,1,1,0,0
3843,0.027671978235522737,0.8333333333333333,1.0,0.7353135215047004,0.29736078561249785,0.08333333333333326,0.5,0.0,0.12724077847864784,0.761893863390746,0.17384847926596422,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,1,0,1,1,0,0,0,0,1,1,1
7506,0.5660059593211556,0.3333333333333333,0.7042253521126761,0.5395750530012552,0.5537833262123928,0.6666666666666665,1.0,0.0,0.8928596489178673,0.7858355451631226,0.8849964829955629,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.6666666666666666,0,0,0,0,1,0,0,1,1,1,1,1
3116,0.3725612125923047,0.16666666666666666,0.8028169014084506,0.36219271975240097,0.9419790821318328,1.0,1.0,0.0,0.320759081580267,0.23788452344670263,0.34356783520914064,0.0,0.33333333333333337,0.0,0.0,0.6666666666666666,0.0,0.0,0.33333333333333337,0,0,0,0,0,1,1,0,1,0,0,0
9306,0.1354579608757611,0.0,0.1830985915492958,0.17533020728788515,0.15608317932719334,0.6666666666666665,0.5,0.0,0.8917903383936621,0.5716649955955461,0.8817474032743631,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,1,0,1,0,0,0,1,0,1,1,0
97,0.01344733773804897,0.16666666666666666,0.07042253521126762,0.6726500168454208,0.1016034842045741,0.6666666666666665,0.5,1.0,0.168679270483898,0.5114903777072088,0.2571904708346641,0.33333333333333337,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.33333333333333337,0.0,0,0,0,1,0,1,1,1,1,1,0,0
3463,0.2558362482186812,0.16666666666666666,0.6619718309859155,0.32731638621745124,0.1647951655134114,0.41666666666666663,0.0,1.0,0.03730327031809512,0.39245326941361214,0.13182977115819527,0.9999999999999999,0.6666666666666666,0.0,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0,1,0,1,1,1,0,0,0,0,1,1
9019,0.0037828734292006737,0.6666666666666666,0.2676056338028169,0.6961457531123858,0.6283003873960196,1.0,0.5,0.0,0.8691372090258351,0.2259767232956913,0.7579109882254096,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0.0,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,1,1
8538,0.0817463401995077,0.16666666666666666,0.6901408450704226,0.38649154802270025,0.4544065138487547,0.5,0.5,0.0,0.9528320254438846,0.738315201097162,0.8655901397750485,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,1,0,1,0,1,1,1,1,1
7586,0.023189532322839747,0.0,0.02816901408450706,0.3537506024233408,0.9667886075063983,0.25,0.5,1.0,0.7873956589868264,0.40446003162437294,0.7084424943503294,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0,1,0,1,0,1,0,1,1,1,0,1
8090,0.004041974349008938,0.8333333333333333,0.2676056338028169,0.6874012633491744,0.2875439159779581,0.41666666666666663,0.0,1.0,0.5488985664552405,0.2733843077070335,0.5075578494956704,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0,0,0,1,0,0,0,0,0,1,0,1
4706,0.0063220624433216735,0.8333333333333333,0.2676056338028169,0.11060779467722262,0.7484673123547896,0.5833333333333333,0.0,1.0,0.04534009948412717,0.4161998817412902,0.09003726380673685,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0,0,1,1,0,1,0,0,0,0,1
5785,0.1037180981992486,0.16666666666666666,1.0,0.12936479773443957,0.370220732302356,0.5,0.5,1.0,0.8557340664028252,0.10703003682639922,0.7256239829934871,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0,0,0,1,0,0,1,0,0,0,0,0
7612,0.0058297706956859695,0.3333333333333333,0.9014084507042254,0.11956263048158286,0.8884557334526617,0.16666666666666663,1.0,0.0,0.7099081112874607,0.39236620183219795,0.6682497723905001,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.9999999999999999,0,0,0,1,0,0,1,0,1,0,1,0
9159,0.015416504728591787,0.5,0.07042253521126762,0.6853546673188506,0.5258751383105758,0.5833333333333333,0.5,0.0,0.9693236613723174,0.3926040913989035,0.9255038888884616,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0,0,1,1,1,1,1,1,0,0,0,1
2844,0.06386837673273739,0.3333333333333333,0.02816901408450706,0.38821292152809306,0.1260321360883368,0.41666666666666663,0.5,0.0,0.17204857963459128,0.6667380367085393,0.2892249072994139,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.0,1,0,0,1,1,0,0,0,0,1,1,0
807,0.026480114004404715,0.5,0.47887323943661975,0.06850571987854602,0.5002354869613477,0.5833333333333333,1.0,1.0,0.10366890000141589,0.059359541623725476,0.15802245234009532,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,0,1,0,0,0,0,0,0,0,0
2870,0.06757351988599558,0.6666666666666666,0.22535211267605637,0.06316933680585153,0.29618679954594523,0.5833333333333333,0.5,1.0,0.03678972802327102,0.33288286723575033,0.1484931904006999,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,1,0,1,1,0,0,0,0,1,0,1
4171,0.038372846223604096,0.16666666666666666,0.295774647887324,0.2367875610366095,0.5439395739739314,0.41666666666666663,1.0,0.0,0.057209432218103505,0.21403133659314044,0.0729254920845196,0.6666666666666666,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0,0,0,1,0,0,0,0,1,0,0,0
6687,0.0058297706956859695,0.16666666666666666,0.8450704225352114,0.5510087584710973,0.5673586198353167,0.5,0.5,0.0,0.9534031600824057,0.726248014936458,0.8615605092352556,0.9999999999999999,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.9999999999999999,0,1,0,1,0,1,1,0,0,1,1,1
9754,0.025443710325171655,0.16666666666666666,0.676056338028169,0.3555507513558503,0.740459835788583,0.16666666666666663,0.0,1.0,0.9114707507009154,0.39246421233368056,0.8523272820578472,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0,0,0,1,1,0,0,1,0,1,0,1
5660,0.061821479466252105,0.0,0.2816901408450705,0.9599542246948547,0.31665010731973703,0.5012322062523695,1.0,1.0,0.8476704340501815,0.5114903539182523,0.7635042158779147,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.0,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0,0,1,0,1,1,1,1,1,0,1
738,0.06757351988599558,0.5,0.23943661971830987,0.1591620464791714,0.43799807043579314,0.5,1.0,0.0,0.07751168889151265,0.29723703781262756,0.19134042079963298,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.0,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0,0,0,0,0,1,1,0,0,1,0,0
8902,0.14716932245109468,0.0,0.9154929577464789,0.10227731934420864,0.26342330999855906,0.16666666666666663,0.0,0.0,0.5469571312253084,0.27352323521398947,0.46598728649912374,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.9999999999999999,0.0,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,0,0,1,1,0,0,0,0,1,0,1
6137,0.009301723021116726,0.16666666666666666,0.22535211267605637,0.3272909276688201,0.1883162641439155,0.16666666666666663,0.5,0.0,0.882580070506567,0.738211005466945,0.8911258223781839,0.6666666666666666,0.9999999999999999,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.9999999999999999,0.6666666666666666,0,0,0,1,0,0,1,1,1,1,1,1
7098,0.06757351988599558,0.0,0.3943661971830986,0.21956036634016773,0.5426122980749866,0.5833333333333333,0.0,0.0,0.8836030423634298,0.05935953686593415,0.7837552427956078,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0
5964,0.3514963078118927,0.16666666666666666,0.7183098591549296,0.22595338351936678,0.5289282942355777,0.41666666666666663,0.5,0.0,0.7281941381640461,0.5471033736123349,0.6499952245591106,0.6666666666666666,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.6666666666666666,0,0,1,1,0,0,1,1,1,0,1,0
6323,0.004093794532970592,0.6666666666666666,0.45070422535211274,0.7283257759353486,0.525796765828924,0.16666666666666663,0.0,0.0,0.8770950652715666,0.5716649955955461,0.871509828799991,0.0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0,0,0,1,0,0,0,1,0,1,1,1
4911,0.017670682730923693,0.0,0.9014084507042254,0.1335470947152957,0.6454589045886667,0.5833333333333333,0.0,0.0,0.07232149982165684,0.5470472316745925,0.10307176125390058,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.6666666666666666,0,1,0,1,1,1,1,0,0,1,0,1
1637,0.058142246404974736,0.16666666666666666,0.14084507042253525,0.8287279270992373,0.3930947922750015,0.8333333333333333,0.5,0.0,0.08388153275408855,0.225905675197699,0.15806787607736777,0.33333333333333337,0.6666666666666666,0.0,0.9999999999999999,0.9999999999999999,0.33333333333333337,0.33333333333333337,0.0,0,0,0,1,0,0,1,0,1,0,0,0
4491,0.12613032776266356,0.0,0.1971830985915493,0.08460960828579765,0.285815002178418,0.41666666666666663,1.0,0.0,0.08510257752617288,0.2854871773027433,0.1532223025734341,0.0,0.33333333333333337,0.6666666666666666,0.33333333333333337,0.33333333333333337,0.0,0.6666666666666666,0.33333333333333337,1,0,1,1,0,0,1,1,1,0,0,0
9845,0.2047933670164529,0.16666666666666666,0.4225352112676056,0.041043979955775155,0.688085107458785,0.33333333333333326,0.0,1.0,0.5469844555458689,0.2852583275395726,0.5489788613011818,0.9999999999999999,0.33333333333333337,0.9999999999999999,0.49959931709696537,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.33333333333333337,0,0,0,1,0,0,1,0,0,1,0,1
