,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling
1644,0,1,0,1,1,0,1,1,0,1,1,1
9238,1,1,0,1,1,0,1,1,0,1,1,1
5937,0,1,0,1,1,1,0,1,0,0,0,1
3629,0,0,0,1,0,0,0,1,1,1,1,0
4256,0,1,0,1,0,0,0,1,0,1,0,1
5203,1,1,0,1,1,0,0,1,1,0,1,1
1240,0,0,0,1,0,1,1,1,1,1,0,0
2646,0,0,0,1,0,1,1,0,0,0,0,1
8699,0,1,0,1,0,0,1,0,0,0,0,1
2900,0,0,0,1,0,1,0,1,0,1,0,1
8214,0,1,1,1,1,0,0,1,1,1,1,0
5200,0,0,0,0,0,0,0,0,1,0,1,0
2979,0,0,0,1,1,0,0,1,0,0,0,1
7080,0,1,0,1,0,1,0,0,0,1,0,0
9773,0,1,0,1,1,0,1,0,0,1,0,0
1919,0,1,0,1,1,0,0,1,0,0,1,0
4795,1,0,0,0,0,1,0,1,1,1,1,0
4996,0,1,1,1,1,1,1,1,1,0,1,1
8167,0,1,1,1,1,1,0,0,0,0,1,1
6404,0,1,1,1,0,1,0,1,0,1,1,0
7647,1,0,0,1,1,0,0,1,0,0,0,1
15,0,0,0,1,0,1,0,0,0,1,1,1
890,0,1,1,0,0,0,0,0,0,1,0,1
2664,0,1,1,1,0,1,1,0,1,0,1,1
784,0,1,0,1,0,0,1,0,0,0,0,0
1482,0,1,0,0,0,0,0,1,0,1,0,0
3505,1,0,0,1,0,1,1,0,0,0,0,1
6345,0,1,1,1,0,0,1,1,0,1,0,1
1765,0,0,0,1,1,1,1,0,0,0,1,0
9471,0,1,0,1,0,0,0,0,1,1,0,0
6512,0,0,0,1,1,0,1,0,0,0,0,1
9588,0,1,0,1,0,0,1,0,1,0,0,1
2045,0,1,0,1,1,1,0,1,0,0,0,0
4349,0,1,0,1,0,0,0,1,0,0,0,0
1302,1,1,1,0,0,0,1,1,0,0,1,0
2151,0,0,0,1,0,0,0,1,0,0,0,1
6480,0,0,1,1,0,1,1,0,1,0,1,1
8986,0,1,0,1,1,0,0,0,0,0,1,1
9128,0,0,1,1,0,1,1,0,0,1,1,1
3286,0,0,0,1,0,0,1,1,0,0,1,1
5003,0,1,0,1,0,0,0,0,0,1,0,1
420,1,0,0,1,0,0,1,1,0,1,0,1
2594,0,1,0,1,0,0,0,0,0,1,1,0
196,0,0,1,1,0,1,1,0,0,0,1,0
1796,0,0,0,1,0,0,1,1,1,1,1,0
9698,0,1,0,1,0,1,1,0,0,1,0,1
6036,1,1,1,1,1,0,0,0,0,1,0,1
7842,0,0,0,1,1,1,0,0,0,0,0,1
951,0,1,0,1,0,0,1,0,0,0,1,1
630,0,1,0,0,0,1,1,1,0,0,1,1
3822,1,1,0,1,0,0,0,0,0,1,0,0
6272,0,0,0,0,0,1,0,0,1,0,1,1
3760,0,0,0,1,0,0,0,1,1,1,1,1
846,0,0,0,1,0,1,0,0,1,1,0,0
1843,0,0,1,1,0,1,0,1,1,0,0,1
1610,1,0,0,1,1,0,0,0,1,0,1,0
769,0,0,0,1,1,0,0,0,1,0,0,0
2980,0,1,0,0,1,0,0,1,0,1,0,1
4135,0,0,0,1,1,0,1,0,1,1,1,1
9108,1,0,1,1,1,1,0,0,0,1,1,0
9194,0,0,1,1,1,0,1,1,1,1,1,0
6903,1,1,0,1,0,1,0,1,0,0,0,1
9282,0,0,1,1,1,0,0,1,0,1,1,0
9873,0,1,0,1,0,0,0,0,0,0,0,1
8135,0,1,1,1,0,0,1,1,1,0,0,0
5566,0,0,0,1,0,1,0,0,0,0,1,0
1959,1,0,0,1,0,0,0,0,1,0,1,1
3450,0,1,0,1,1,0,1,0,0,1,1,1
8624,0,0,0,0,1,0,0,1,1,1,1,1
7204,1,1,1,1,1,0,0,1,0,1,0,1
2358,1,0,1,1,0,0,1,0,1,1,0,0
3983,0,0,1,1,1,0,1,1,0,0,0,1
7283,0,1,1,1,1,0,0,1,0,0,0,0
9878,0,1,1,1,1,0,0,1,1,0,0,1
9062,0,1,0,1,0,1,0,0,0,1,1,1
6946,0,0,0,0,1,1,1,0,1,0,0,1
1323,0,1,0,1,0,0,0,0,0,0,0,1
7527,0,0,0,1,0,0,0,0,1,1,1,1
2074,0,0,0,1,0,0,0,1,1,0,0,1
4133,0,0,1,1,1,0,0,0,0,1,0,1
871,0,0,0,1,0,0,0,0,1,0,0,1
3981,0,1,1,1,1,1,1,1,0,0,0,1
7723,0,1,0,1,0,0,0,1,0,1,1,1
6711,0,1,0,1,0,1,0,1,1,1,0,0
84,0,1,0,1,1,1,1,1,1,0,0,0
9520,0,0,0,1,1,1,0,0,0,0,0,0
4462,0,1,1,0,0,1,0,1,1,1,1,1
6966,0,1,0,1,0,1,1,1,0,1,1,0
5307,0,0,0,1,0,0,1,1,0,0,1,0
6328,0,1,1,1,0,1,1,1,1,1,0,1
906,0,1,1,1,0,0,0,1,0,1,1,1
4249,0,0,1,1,0,0,0,1,1,1,1,1
9433,0,0,0,1,0,0,0,0,1,1,0,0
9561,1,0,0,1,0,1,1,0,1,1,1,1
4962,0,0,1,1,0,1,1,0,0,1,1,0
9981,0,0,0,1,0,0,1,0,0,1,1,0
315,0,1,0,1,0,0,0,1,0,0,1,0
1711,0,1,0,1,1,1,0,0,1,0,0,1
2050,0,0,1,0,1,0,0,0,1,0,1,1
9977,1,0,0,1,1,1,1,0,0,1,1,0
3170,0,0,0,1,1,0,0,1,1,0,1,0
2814,0,0,0,1,1,1,1,1,0,0,0,1
5351,0,1,1,1,0,1,0,0,1,1,0,1
964,0,1,0,1,0,0,1,0,1,0,0,1
4267,1,0,0,1,1,0,1,1,1,1,0,0
2642,0,1,1,1,0,1,1,1,1,0,0,0
3011,0,1,1,0,0,1,1,0,0,0,0,1
2177,0,1,1,1,1,1,1,1,0,1,1,1
7360,0,1,0,1,1,1,1,1,0,0,0,0
9040,0,0,0,1,1,1,1,0,1,1,1,0
8580,0,0,0,1,0,0,0,0,0,0,0,1
8915,0,0,1,1,1,0,1,0,0,1,0,1
6926,0,0,1,1,1,0,1,0,1,0,0,1
4821,0,0,0,1,1,0,1,1,0,1,0,0
9288,0,1,1,1,1,0,0,0,0,0,1,1
4860,0,1,0,1,0,0,0,0,0,1,0,1
3266,0,1,0,1,1,0,1,0,1,0,1,0
8024,0,1,0,0,0,1,1,0,0,0,1,1
4641,0,0,0,1,0,1,0,0,1,1,0,0
1176,0,1,0,1,0,0,0,1,0,0,0,1
3923,0,1,0,1,0,1,1,1,0,0,1,1
2521,0,0,0,1,1,0,0,1,0,0,1,1
4047,0,1,1,1,1,0,1,1,0,1,1,0
6065,0,1,0,1,0,1,0,1,0,0,1,0
4833,0,1,0,1,0,0,0,0,0,1,1,0
667,0,0,1,1,0,0,1,0,0,0,0,1
3401,0,0,0,0,0,0,1,0,0,1,0,0
5335,1,1,0,0,0,0,1,0,0,0,1,0
2192,1,1,0,0,1,0,0,0,0,0,1,1
7106,0,1,0,1,0,0,0,1,0,0,1,0
614,0,1,0,1,1,0,0,1,0,1,1,1
2826,0,0,0,1,0,1,0,0,1,1,0,0
2640,0,1,0,1,0,0,1,0,1,1,1,0
1039,0,1,1,1,0,1,0,1,0,1,1,1
4691,0,1,0,1,0,1,0,0,0,1,1,0
8840,0,0,0,1,1,1,1,0,0,0,0,1
5845,0,0,0,1,0,0,1,1,1,0,0,1
3196,0,0,0,0,0,1,1,0,1,0,0,1
8576,0,0,0,1,0,0,0,1,1,0,1,1
6546,0,0,0,1,0,1,1,1,0,1,1,0
9348,0,1,0,1,1,1,1,1,1,0,0,1
4859,1,1,0,1,0,0,1,0,0,0,0,0
6073,0,0,0,1,0,1,1,0,1,1,1,1
8777,0,1,1,0,0,1,0,1,0,1,1,1
914,0,0,0,1,0,0,1,1,0,1,1,0
1602,0,1,0,1,1,0,1,1,1,1,0,1
4344,0,1,1,1,0,0,1,0,1,0,0,0
4981,1,0,0,1,0,1,0,0,1,0,0,0
9496,0,1,0,1,1,0,1,0,0,0,0,1
8894,0,0,0,1,1,0,1,1,0,0,1,1
3614,0,0,0,0,1,0,0,0,0,1,0,0
4342,0,1,1,0,0,0,0,1,1,1,1,1
30,0,1,0,0,0,0,1,0,0,1,1,1
2813,0,0,0,1,1,0,1,1,0,0,0,1
2464,0,0,1,1,1,0,0,0,0,0,0,0
8656,0,0,0,1,1,1,1,0,1,1,0,1
6102,0,1,0,0,1,0,0,1,0,0,1,1
236,0,0,0,1,1,0,1,1,0,1,1,1
6423,0,0,0,1,1,0,0,1,0,1,0,0
945,1,1,1,1,0,0,1,0,1,1,0,0
8249,0,1,1,1,1,0,0,1,0,0,0,1
851,0,1,0,0,0,0,1,0,0,1,1,1
7579,0,1,0,1,0,0,1,1,1,0,0,1
9856,0,0,1,1,0,0,0,0,1,0,0,0
4322,1,0,1,1,1,1,1,1,1,1,0,0
1640,0,1,0,1,0,1,0,0,1,1,1,0
1752,1,1,0,1,0,1,1,1,0,0,1,1
7129,0,0,0,1,1,1,0,0,0,1,0,1
6569,0,1,1,1,0,0,0,0,0,0,1,0
2512,0,0,1,1,0,0,1,1,1,1,0,0
3843,0,1,0,1,1,0,0,0,0,1,1,1
7506,0,0,0,0,1,0,0,1,1,1,1,1
3116,0,0,0,0,0,1,1,0,1,0,0,0
9306,0,1,0,1,0,0,0,1,0,1,1,0
97,0,0,0,1,0,1,1,1,1,1,0,0
3463,0,1,0,1,1,1,0,0,0,0,1,1
9019,0,1,0,0,0,0,0,0,1,0,1,1
8538,0,1,0,1,0,1,0,1,1,1,1,1
7586,0,1,0,1,0,1,0,1,1,1,0,1
8090,0,0,0,1,0,0,0,0,0,1,0,1
4706,0,0,0,1,1,0,1,0,0,0,0,1
5785,0,0,0,1,0,0,1,0,0,0,0,0
7612,0,0,0,1,0,0,1,0,1,0,1,0
9159,0,0,1,1,1,1,1,1,0,0,0,1
2844,1,0,0,1,1,0,0,0,0,1,1,0
807,0,0,0,1,0,0,0,0,0,0,0,0
2870,0,1,0,1,1,0,0,0,0,1,0,1
4171,0,0,0,1,0,0,0,0,1,0,0,0
6687,0,1,0,1,0,1,1,0,0,1,1,1
9754,0,0,0,1,1,0,0,1,0,1,0,1
5660,0,0,0,1,0,1,1,1,1,1,0,1
738,0,0,0,0,0,1,1,0,0,1,0,0
8902,0,0,0,1,1,0,0,0,0,1,0,1
6137,0,0,0,1,0,0,1,1,1,1,1,1
7098,0,1,0,1,0,0,0,0,0,0,0,0
5964,0,0,1,1,0,0,1,1,1,0,1,0
6323,0,0,0,1,0,0,0,1,0,1,1,1
4911,0,1,0,1,1,1,1,0,0,1,0,1
1637,0,0,0,1,0,0,1,0,1,0,0,0
4491,1,0,1,1,0,0,1,1,1,0,0,0
9845,0,0,0,1,0,0,1,0,0,1,0,1
3388,0,0,0,0,0,1,0,1,1,0,0,0
4823,0,1,0,1,0,1,1,0,1,0,0,0
8734,0,1,1,1,0,1,1,0,1,0,1,1
7550,1,0,0,1,1,0,0,1,0,0,1,1
329,0,1,0,1,1,1,0,1,0,1,1,1
5708,0,0,0,1,1,1,0,0,0,1,1,1
8401,0,0,0,1,1,1,0,0,0,0,0,1
7931,0,1,0,1,1,1,1,1,0,1,0,1
7399,0,0,1,1,1,0,1,1,0,1,1,1
9268,0,0,0,1,1,1,0,0,1,1,1,1
7662,0,0,0,1,0,1,1,1,1,0,1,1
5217,0,0,0,1,0,0,1,0,0,0,1,1
7336,0,0,0,1,1,0,0,1,1,1,0,1
6920,0,0,1,1,0,0,0,1,0,1,0,1
5170,1,0,0,1,0,1,0,0,0,1,0,0
2012,0,1,1,0,0,0,1,1,0,1,0,1
6867,0,0,0,1,1,0,1,1,1,0,0,1
5347,0,0,0,1,1,0,1,0,0,0,0,0
4474,1,0,0,1,1,1,1,1,0,0,1,1
2849,0,0,1,1,1,0,0,0,0,1,1,0
6710,0,0,0,1,0,0,0,0,0,0,0,0
7387,0,0,0,1,1,0,0,1,1,0,0,0
3486,1,0,1,1,1,0,0,0,0,1,1,1
2589,0,0,0,1,1,0,0,0,0,1,1,1
2186,0,0,0,1,1,0,1,0,1,0,1,1
4694,0,1,0,1,0,0,0,0,1,0,0,1
2081,0,1,0,1,0,0,0,0,0,1,0,1
7760,0,1,0,1,0,1,1,0,0,0,0,0
2741,0,0,1,1,0,0,0,0,0,0,1,0
6359,0,1,0,1,0,0,1,1,0,1,0,0
7707,0,0,0,1,1,0,1,1,0,1,1,0
6813,1,0,0,1,0,1,1,1,1,0,1,1
7047,0,1,1,1,0,0,1,1,1,0,1,0
9105,0,1,1,1,1,0,1,1,1,1,0,1
3874,0,1,1,1,0,0,0,0,0,0,1,0
4568,0,0,1,1,1,0,0,0,0,1,0,0
8888,0,0,1,1,1,1,1,0,1,1,0,0
801,0,0,1,1,1,1,0,0,0,1,1,1
3872,0,0,0,1,0,0,1,0,0,1,0,0
9605,0,0,0,1,1,0,1,1,1,0,1,1
5191,0,0,0,1,0,0,1,1,1,1,1,1
8779,1,1,0,1,1,0,0,0,1,0,1,1
3684,1,1,0,1,0,0,0,1,0,1,0,0
3291,0,1,0,1,1,1,1,0,0,1,0,1
493,0,0,0,1,0,1,1,0,0,1,1,1
5006,1,0,0,1,0,1,1,0,0,0,0,1
4258,0,1,0,1,1,1,0,0,0,0,0,0
2635,0,1,1,1,0,0,1,1,1,1,0,0
4621,1,0,1,1,0,0,0,0,1,0,0,1
7866,1,0,0,1,0,0,0,0,1,0,0,0
4437,0,1,0,1,1,1,0,0,1,0,1,1
2661,0,1,0,1,0,0,1,0,1,1,1,1
4945,0,0,0,1,0,1,0,0,1,0,0,1
4758,0,1,0,1,0,0,0,0,0,1,1,1
724,0,0,1,1,1,0,1,0,0,0,1,1
6158,0,0,1,1,1,0,0,1,1,0,0,1
1232,0,1,0,1,1,0,1,0,1,0,1,1
27,0,1,0,1,0,0,1,1,0,1,0,1
5932,0,1,1,1,0,1,0,0,0,0,1,0
9813,0,1,1,1,0,1,1,0,1,0,0,1
6459,0,0,0,1,1,0,1,0,1,1,1,1
8309,1,1,0,1,1,1,1,1,0,0,0,0
767,0,0,0,1,0,0,1,1,1,0,0,1
9555,0,1,0,1,0,0,0,0,0,0,1,1
2931,1,1,1,1,1,1,0,0,1,0,1,0
5332,0,0,1,1,0,0,1,0,1,0,0,1
8042,1,0,1,1,0,0,0,0,1,0,0,1
7953,1,1,0,1,0,0,0,0,0,0,0,1
5998,0,1,0,1,1,0,0,1,1,1,1,1
9679,0,1,1,1,1,0,0,0,0,0,0,0
2873,0,0,0,1,0,0,0,1,0,0,1,0
4216,0,1,0,1,0,1,0,1,1,0,1,1
573,0,1,0,0,1,0,0,1,0,0,1,1
834,0,0,0,1,1,0,0,0,0,1,0,0
6062,1,1,0,1,0,0,1,1,1,1,0,1
2181,0,1,0,1,1,0,0,0,1,1,1,0
1956,0,0,1,1,0,0,1,1,0,1,0,1
8379,0,1,0,1,1,0,0,1,0,0,0,0
3496,0,1,0,1,1,0,1,1,1,0,1,1
7709,0,0,0,1,0,0,1,0,0,0,0,0
5970,0,1,0,1,0,1,0,1,0,1,0,0
4323,0,1,0,1,1,1,0,0,1,0,0,1
1928,0,0,0,1,1,0,1,1,0,0,0,0
1394,0,0,0,1,1,0,0,0,0,0,0,0
3016,1,1,0,1,0,0,1,1,0,1,1,0
9776,0,0,0,0,1,1,0,0,0,0,1,0
2210,0,1,0,1,0,0,0,0,0,0,0,1
3248,0,1,1,1,1,0,1,1,1,1,0,0
9443,0,0,1,1,0,0,0,0,0,1,1,0
3770,1,1,0,1,1,1,1,1,1,1,1,0
9646,1,1,0,1,1,0,1,0,0,1,0,1
6714,1,1,0,1,0,0,1,1,1,1,1,0
827,0,1,0,1,0,1,0,1,0,0,0,1
7303,0,1,0,1,0,0,1,0,0,0,0,0
5742,0,0,1,1,1,0,0,0,1,0,1,1
6395,0,1,1,1,1,1,0,1,0,1,1,0
8393,0,1,0,1,0,0,0,0,0,0,1,1
5459,1,1,1,1,1,1,1,1,0,1,1,1
5792,0,1,0,1,0,0,0,0,0,0,0,0
4407,1,1,1,1,0,0,0,0,1,0,1,0
3247,1,0,0,1,0,0,0,1,1,0,0,0
3910,1,0,0,1,0,0,0,1,0,1,0,1
8870,1,0,0,1,1,1,0,0,1,0,0,0
5408,1,0,0,1,1,0,1,1,0,0,0,0
5374,1,0,1,1,1,1,0,0,0,1,0,0
3109,0,0,0,1,1,1,1,1,0,0,0,0
1621,0,0,0,1,1,0,1,1,1,0,0,1
4033,0,1,0,1,1,0,0,0,0,1,0,0
1886,0,0,0,1,1,0,0,0,0,0,1,1
7337,0,0,0,1,0,1,0,1,0,0,1,1
4066,1,1,0,1,1,0,0,0,1,0,1,1
2832,0,0,1,1,0,0,1,0,1,1,0,0
4439,0,0,1,1,1,1,1,0,1,0,0,1
2478,0,0,1,1,1,1,1,1,0,0,1,0
7334,0,0,0,1,0,0,0,0,1,0,0,0
7531,0,1,0,0,1,1,0,0,0,1,0,1
3232,0,1,0,0,0,0,0,0,1,0,1,0
1762,0,0,0,1,1,1,1,1,1,1,1,1
4400,0,0,1,1,0,0,0,0,1,0,1,0
9912,1,0,1,1,0,0,0,0,0,0,1,1
5874,0,0,1,1,1,0,1,0,1,1,1,1
1414,0,0,0,1,1,0,0,1,1,0,0,0
3774,1,0,0,1,0,0,1,1,0,1,1,1
8954,0,0,0,1,0,0,1,1,0,0,0,0
7609,0,0,0,1,0,0,1,0,1,0,1,0
5371,0,1,0,1,0,1,0,0,1,1,0,1
9851,0,0,0,1,0,1,1,1,1,0,0,1
8105,0,1,0,0,0,0,0,0,1,1,0,1
5445,0,0,0,0,0,0,0,1,0,0,0,1
8429,1,1,1,1,0,0,0,0,0,1,0,0
3041,1,1,0,1,0,1,0,0,0,1,1,1
714,0,1,0,1,1,0,0,0,0,0,0,1
8209,0,1,1,1,0,1,1,1,0,1,1,0
2419,0,1,0,1,0,1,1,0,1,0,1,0
3905,1,1,0,1,0,0,1,1,0,1,0,0
5773,0,0,1,1,0,1,0,0,0,0,0,0
2216,0,1,0,1,1,0,0,1,0,1,1,1
6637,0,1,0,0,1,0,0,0,1,0,0,0
5173,0,0,1,1,1,0,0,0,0,1,1,1
8769,0,1,1,1,1,1,0,1,1,1,0,1
7329,0,1,0,1,0,1,1,0,0,0,0,0
3243,0,1,1,1,0,0,1,1,0,0,0,0
2964,0,0,1,1,0,0,1,0,0,0,1,1
9150,0,0,0,1,0,1,1,1,0,1,0,0
9706,0,0,0,0,0,0,1,1,0,0,1,0
1812,0,0,1,1,0,0,0,0,1,1,0,1
381,1,1,0,1,1,0,0,0,0,0,1,0
2551,0,1,1,1,0,1,1,1,1,1,0,1
6194,0,0,0,1,1,0,1,0,1,1,0,1
9593,0,1,0,1,1,0,1,0,0,0,1,1
2707,0,1,1,1,1,0,0,1,0,1,1,1
1338,0,0,0,1,0,0,1,0,1,0,1,1
4798,1,1,0,0,0,0,0,1,0,1,0,1
8687,1,0,0,0,0,0,1,0,1,1,0,0
4642,0,1,0,1,1,0,1,0,0,1,1,1
74,0,0,0,1,1,0,1,1,0,0,1,0
2802,1,0,1,1,0,0,1,1,0,1,1,0
6196,1,0,1,1,0,0,1,0,1,1,1,1
6630,1,1,1,1,0,1,1,0,0,0,1,1
4112,1,0,0,1,1,1,1,1,0,0,0,1
1864,0,0,0,1,1,0,1,0,0,0,1,1
141,0,0,0,1,1,0,1,0,0,1,0,1
8696,0,0,0,1,0,0,0,0,0,0,1,0
2366,0,0,0,1,0,0,1,1,1,0,1,1
2891,0,1,0,1,1,1,0,0,1,1,1,0
3784,1,1,1,1,0,1,0,1,1,1,1,1
8301,0,0,0,1,0,0,1,1,0,0,1,0
9406,1,0,0,1,1,0,1,1,0,0,1,0
2733,0,0,0,1,1,1,1,1,1,1,0,1
7979,0,1,0,1,1,1,1,1,1,0,1,0
1798,0,0,0,1,1,0,0,0,1,1,0,1
2837,0,0,0,1,0,1,0,0,1,1,1,0
7666,1,1,0,1,0,1,1,0,1,1,0,0
4973,0,1,0,1,1,0,1,0,0,1,0,1
7672,0,1,1,0,0,1,0,0,1,1,1,1
6088,1,0,0,1,0,0,1,1,0,1,1,1
6694,0,0,0,1,1,0,0,0,1,0,1,1
93,0,1,0,1,1,0,1,1,0,0,0,0
6853,1,1,0,1,1,1,1,0,0,0,1,1
9791,1,0,0,1,0,0,1,1,1,1,0,1
180,0,1,0,1,1,0,0,0,0,1,1,0
8589,0,1,0,1,0,1,1,1,0,0,1,1
3145,0,0,1,1,1,1,0,0,1,0,1,0
2446,0,1,0,1,0,0,1,1,1,1,1,1
8378,0,1,1,1,1,0,0,1,0,0,1,0
3586,0,1,0,1,1,1,1,1,1,0,0,1
7114,0,0,1,1,1,0,0,0,0,1,1,1
217,0,1,0,1,0,0,0,1,0,1,1,0
938,0,1,0,0,1,0,1,0,0,1,0,1
5847,1,1,0,1,0,0,1,1,1,1,1,1
3808,0,0,1,1,1,0,1,0,1,0,1,0
3908,0,0,0,1,1,0,1,1,0,0,0,0
3985,0,1,0,1,1,0,0,0,1,0,1,0
8340,0,1,0,1,1,0,0,0,1,1,0,1
1287,0,0,0,1,0,0,1,0,0,0,1,1
8884,0,1,0,1,0,0,1,0,0,1,0,1
9775,0,0,0,0,0,0,0,0,1,1,0,1
1521,0,1,0,1,0,1,0,0,0,0,0,1
7565,0,0,1,1,0,1,0,1,1,1,1,1
966,0,1,0,1,0,1,0,0,0,1,1,1
8156,0,1,0,1,1,0,1,1,1,1,1,1
6097,0,0,0,1,1,1,1,0,0,0,1,0
3830,0,0,0,1,1,0,0,0,0,1,0,1
4828,0,0,0,1,1,1,0,1,0,1,0,1
187,0,0,1,1,0,1,1,1,0,0,1,1
1730,0,0,1,1,0,0,1,0,1,0,1,0
5541,0,0,1,1,0,1,1,0,0,1,1,1
9630,0,0,0,1,0,0,0,0,1,0,0,0
6444,0,1,0,1,1,1,1,0,0,1,1,1
1096,0,0,1,1,1,0,0,1,0,0,0,1
9122,0,1,1,1,0,1,0,0,0,1,1,0
4566,0,1,0,1,1,0,0,0,0,0,1,1
9041,0,0,1,1,0,0,0,0,0,0,0,1
6604,0,0,0,1,0,0,1,0,0,1,0,1
7988,0,0,1,1,0,0,1,1,0,1,0,0
7388,0,0,0,1,0,0,1,1,1,0,1,0
7061,0,1,0,1,1,0,0,1,0,0,0,1
5220,0,0,0,1,1,0,1,1,1,0,0,1
6754,0,0,0,1,0,0,0,0,0,1,0,0
3433,0,0,0,1,1,0,0,1,0,0,1,0
5547,0,1,1,1,0,1,0,0,1,1,0,0
7235,0,1,1,1,1,0,1,0,0,1,0,0
2675,0,1,0,1,0,1,1,1,1,1,0,0
7313,0,0,1,1,1,0,1,1,0,1,1,0
975,1,1,1,0,0,1,0,1,0,1,0,1
8387,0,0,0,1,0,1,0,0,0,0,0,1
4503,0,1,0,0,1,1,1,1,0,0,0,1
3445,0,1,1,1,0,0,0,0,0,1,0,1
241,0,0,1,1,0,0,1,0,0,0,1,1
9539,0,0,1,1,0,1,0,0,0,1,0,1
7671,0,0,0,1,1,1,1,0,0,0,0,1
898,1,0,0,0,1,0,0,0,0,0,0,0
1216,1,1,1,1,1,0,0,1,0,1,0,1
5011,0,1,1,1,1,0,0,0,0,1,0,0
9487,1,0,1,0,1,0,1,0,0,0,1,1
2224,0,1,0,1,1,0,1,0,0,0,1,1
9013,0,0,0,1,1,0,1,0,1,1,1,1
3532,1,1,0,1,0,0,1,0,0,1,0,1
2406,0,1,0,1,1,0,0,0,0,0,0,1
6154,0,1,1,1,0,0,0,0,0,1,0,1
9491,0,1,1,1,0,1,1,0,0,1,1,0
2157,1,1,1,0,0,1,0,1,1,1,1,0
2332,0,1,0,1,1,0,0,1,1,1,1,0
7663,0,1,0,1,1,1,1,0,0,1,0,1
4813,0,0,0,1,0,0,1,0,0,0,0,1
1966,0,1,0,1,1,1,0,1,1,1,1,1
992,0,1,0,1,0,1,0,1,0,1,1,1
3156,0,0,0,0,0,0,1,0,0,0,0,1
7895,0,1,1,1,0,0,0,0,0,1,0,0
1573,0,1,0,1,0,0,0,0,0,0,0,0
1658,0,1,1,1,0,0,0,1,1,1,0,1
1376,1,1,1,1,0,1,1,0,0,0,0,1
5302,1,1,0,1,0,0,0,0,1,0,0,0
6860,0,0,1,1,0,0,1,0,1,0,1,1
506,0,0,0,1,0,0,1,0,0,1,0,1
982,0,1,1,1,0,1,1,1,0,0,0,1
7716,1,0,0,1,0,1,0,1,1,0,0,0
3868,0,0,0,1,0,0,0,0,0,0,0,0
5721,0,0,0,0,1,0,1,0,0,0,0,1
3017,0,0,1,1,0,0,0,0,0,0,1,1
1783,0,0,1,1,0,1,0,0,0,0,1,1
7761,0,0,1,1,0,0,1,0,1,1,0,1
4703,0,0,0,1,1,1,0,0,1,1,1,1
2244,0,1,0,1,0,0,1,1,0,0,0,1
3613,0,0,0,1,0,1,1,0,0,1,0,0
6874,0,0,0,1,1,0,0,0,1,1,0,1
1318,0,1,0,1,0,0,1,0,0,0,1,1
7882,0,0,0,1,0,0,1,0,1,0,1,0
7416,1,0,1,1,0,0,0,0,0,1,0,1
2016,0,1,0,1,0,1,1,1,0,1,1,1
9641,0,0,0,1,0,0,1,0,0,1,1,0
673,0,0,0,1,1,1,0,1,0,1,1,1
7501,0,1,0,1,1,0,0,1,0,1,1,0
3766,0,0,1,1,1,0,0,1,0,0,1,1
3676,0,1,0,1,0,1,1,0,0,0,0,1
2346,0,0,0,1,0,1,1,0,0,1,0,1
712,0,0,0,1,0,1,0,0,0,0,1,0
2968,0,0,0,1,1,1,0,1,1,0,0,0
8176,1,1,1,1,0,0,1,0,0,1,0,1
7086,0,0,0,1,0,0,0,0,0,1,0,1
1544,0,1,1,1,0,0,1,0,0,1,1,1
2383,0,0,1,1,1,0,1,1,0,0,0,1
5535,1,0,1,1,0,1,0,1,1,0,0,1
8714,0,0,0,1,0,0,1,1,0,1,1,1
2761,0,1,0,1,1,0,1,1,1,1,0,1
3965,0,1,0,1,0,0,0,1,0,1,1,1
7484,0,0,0,1,0,1,0,0,0,0,0,0
5726,0,0,1,1,0,0,1,0,0,1,0,1
8299,0,0,0,1,0,0,0,0,0,0,0,0
3884,0,0,0,1,1,1,0,1,1,1,1,1
7184,0,1,1,1,1,1,0,0,1,1,0,1
6583,0,1,0,1,1,0,1,1,0,1,0,0
6064,0,1,0,1,0,0,0,0,0,1,1,0
2256,1,0,0,1,0,0,1,0,0,0,0,1
9408,0,1,0,1,0,0,1,1,1,0,0,1
6108,0,1,1,1,0,1,0,1,0,0,0,1
7364,0,0,0,1,1,0,1,1,0,1,1,1
3509,0,0,0,1,1,0,0,0,0,0,1,1
5737,0,1,0,0,1,1,1,1,1,0,1,0
2777,0,1,0,1,1,1,0,0,0,0,0,1
1911,0,0,0,1,1,0,0,1,0,1,0,0
9501,0,1,1,1,1,0,1,1,0,1,0,0
1371,0,1,0,1,1,0,0,1,1,0,1,0
1235,0,0,1,1,1,0,1,1,1,0,1,1
766,0,0,0,1,1,0,1,0,0,0,1,1
4121,0,1,0,1,1,0,0,1,0,0,1,1
1099,1,1,0,1,0,0,1,0,0,1,1,1
6487,1,1,0,1,1,0,0,0,0,1,0,0
6681,1,0,0,1,0,0,0,0,0,0,1,1
8500,0,0,1,0,1,1,0,0,0,1,1,1
8590,0,0,0,1,0,0,1,0,0,0,0,1
8577,0,0,1,1,0,1,0,0,1,1,0,0
1744,0,1,0,1,0,0,0,1,0,0,1,0
4663,1,1,0,1,1,0,0,0,1,1,0,0
2282,0,1,0,1,1,0,0,0,1,0,0,1
5693,0,0,1,1,0,0,1,0,1,0,0,1
